	score	0.95 moe	p-value (forward)	p-value (reverse)	p-value	fdr (forward)	fdr (reverse)	fdr
PF-4708671_B	0.2595548427113685		0.25088293002	0.74911706998	0.25088293002	0.521872455902	0.999973839111	0.521872455902
KU-55933_IC_75	0.25961702498674866		0.250555918901	0.749444081099	0.250555918901	0.521872455902	0.999973839111	0.521872455902
Camptothecin_IC_50_HIGH	0.2596314020906886		0.250529758012	0.749470241988	0.250529758012	0.521872455902	0.999973839111	0.521872455902
PD-0332991_IC_25	0.2596979042214881		0.250255068672	0.749744931328	0.250255068672	0.521872455902	0.999973839111	0.521872455902
A-770041_BETA	0.25980039225011936		0.249914977109	0.750085022891	0.249914977109	0.521872455902	0.999973839111	0.521872455902
S-Trityl-L-cysteine_IC_50	0.2600506644810687		0.249221713538	0.750778286462	0.249221713538	0.521872455902	0.999973839111	0.521872455902
GSK-1904529A_IC_75	0.26017967027246686		0.248907782865	0.751092217135	0.248907782865	0.521872455902	0.999973839111	0.521872455902
PD-0332991_IC_50_HIGH	0.26038331434192036		0.248332243296	0.751667756704	0.248332243296	0.521565934066	0.999973839111	0.521565934066
Cytarabine_IC_75	0.26052256834005216		0.248018312623	0.751981687377	0.248018312623	0.521565934066	0.999973839111	0.521565934066
BI-2536_BETA	0.2610116705306929		0.246579463702	0.753420536298	0.246579463702	0.519311294766	0.999973839111	0.519311294766
MG-132_IC_50_HIGH	0.2610769679235152		0.246383257031	0.753616742969	0.246383257031	0.519311294766	0.999973839111	0.519311294766
PF-562271_IC_50	0.2613022037672718		0.245650752126	0.754349247874	0.245650752126	0.518784530387	0.999973839111	0.518784530387
JW-7-52-1_ALPHA	0.2617196375409803		0.244486592544	0.755513407456	0.244486592544	0.51704011065	0.999973839111	0.51704011065
FH535_BETA	0.2617417463548093		0.24444735121	0.75555264879	0.24444735121	0.51704011065	0.999973839111	0.51704011065
OSU-03012_IC_50_HIGH	0.26186058336579826		0.244054937868	0.755945062132	0.244054937868	0.51704011065	0.999973839111	0.51704011065
Cytarabine_IC_50_HIGH	0.2620399706569606		0.243597122302	0.756402877698	0.243597122302	0.51704011065	0.999973839111	0.51704011065
Bosutinib_IC_75	0.2622427977682436		0.242916939176	0.757083060824	0.242916939176	0.516578581363	0.999973839111	0.516578581363
Mitomycin_C_AUC	0.26230164336014994		0.242655330281	0.757344669719	0.242655330281	0.516578581363	0.999973839111	0.516578581363
GDC0941_BETA	0.26256473718473294		0.241857423152	0.758142576848	0.241857423152	0.515760111576	0.999973839111	0.515760111576
Rapamycin_IC_50_HIGH	0.26257259441186787		0.241844342708	0.758155657292	0.241844342708	0.515760111576	0.999973839111	0.515760111576
GDC0941_IC_50_LOW	0.2629570663839721		0.240693263571	0.759306736429	0.240693263571	0.514713286713	0.999973839111	0.514713286713
BMS-708163_IC_75	0.26302599054824416		0.240444735121	0.759555264879	0.240444735121	0.514713286713	0.999973839111	0.514713286713
SL_0101-1_IC_25	0.2630475855768341		0.240418574232	0.759581425768	0.240418574232	0.514713286713	0.999973839111	0.514713286713
CGP-082996_AUC	0.26328144803066533		0.23977763244	0.76022236756	0.23977763244	0.514713286713	0.999973839111	0.514713286713
AZ628_AUC	0.2633421432643988		0.239699149771	0.760300850229	0.239699149771	0.514713286713	0.999973839111	0.514713286713
AZD7762_IC_50_LOW	0.2636006453699613		0.238940483976	0.761059516024	0.238940483976	0.514563380282	0.999973839111	0.514563380282
MS-275_IC_90	0.2636230325214873		0.238901242642	0.761098757358	0.238901242642	0.514563380282	0.999973839111	0.514563380282
BMS-509744_AUC	0.26369131614585717		0.238678875082	0.761321124918	0.238678875082	0.514563380282	0.999973839111	0.514563380282
Paclitaxel_IC_50	0.26396951330326207		0.237802485284	0.762197514716	0.237802485284	0.514285714286	0.999973839111	0.514285714286
Rapamycin_AUC	0.26397046322636114		0.237802485284	0.762197514716	0.237802485284	0.514285714286	0.999973839111	0.514285714286
ABT-888_IC_75	0.2641627879390063		0.237449313277	0.762550686723	0.237449313277	0.514285714286	0.999973839111	0.514285714286
GSK-650394_IC_75	0.26424921833695564		0.237174623937	0.762825376063	0.237174623937	0.514285714286	0.999973839111	0.514285714286
A-443654_AUC	0.2648256579379455		0.235722694572	0.764277305428	0.235722694572	0.512688477952	0.999973839111	0.512688477952
Salubrinal_IC_25	0.26506650662388426		0.235107913669	0.764892086331	0.235107913669	0.51207977208	0.999973839111	0.51207977208
CEP-701_IC_50_LOW	0.2651767066178035		0.234767822106	0.765232177894	0.234767822106	0.512068473609	0.999973839111	0.512068473609
GSK-1904529A_IC_50	0.2652536453343679		0.234532374101	0.765467625899	0.234532374101	0.512068473609	0.999973839111	0.512068473609
Obatoclax_Mesylate_IC_50	0.26533301342466203		0.234362328319	0.765637671681	0.234362328319	0.512068473609	0.999973839111	0.512068473609
Bleomycin_AUC	0.26618785958327756		0.231772400262	0.768227599738	0.231772400262	0.50770773639	0.999973839111	0.50770773639
BMS-754807_IC_50_HIGH	0.2662367471384404		0.231680837148	0.768319162852	0.231680837148	0.50770773639	0.999973839111	0.50770773639
LFM-A13_BETA	0.26638552514953173		0.231249182472	0.768750817528	0.231249182472	0.50770773639	0.999973839111	0.50770773639
BI-2536_IC_50_HIGH	0.26656255681915064		0.230621321125	0.769378678875	0.230621321125	0.507366906475	0.999973839111	0.507366906475
ABT-888_IC_25	0.26674698759119525		0.229993459778	0.770006540222	0.229993459778	0.506714697406	0.999973839111	0.506714697406
WZ-1-84_IC_25	0.26682249919009976		0.229771092217	0.770228907783	0.229771092217	0.506714697406	0.999973839111	0.506714697406
CMK_IC_75	0.2668677237214842		0.229692609549	0.770307390451	0.229692609549	0.506714697406	0.999973839111	0.506714697406
OSU-03012_IC_50_LOW	0.26693357297630316		0.229587965991	0.770412034009	0.229587965991	0.506714697406	0.999973839111	0.506714697406
JNK-9L_AUC	0.2672182664567331		0.22889470242	0.77110529758	0.22889470242	0.506714697406	0.999973839111	0.506714697406
S-Trityl-L-cysteine_IC_50_HIGH	0.2672532833306293		0.228816219751	0.771183780249	0.228816219751	0.506714697406	0.999973839111	0.506714697406
XMD8-85_IC_50	0.26747618320622946		0.228070634402	0.771929365598	0.228070634402	0.506714697406	0.999973839111	0.506714697406
Paclitaxel_IC_25	0.26767805926318067		0.227612818836	0.772387181164	0.227612818836	0.506579330422	0.999973839111	0.506579330422
Rapamycin_ALPHA	0.26771871129902175		0.227468933944	0.772531066056	0.227468933944	0.506579330422	0.999973839111	0.506579330422
JNK_Inhibitor_VIII_IC_25	0.2677293282923165		0.227416612165	0.772583387835	0.227416612165	0.506579330422	0.999973839111	0.506579330422
Thapsigargin_IC_50	0.2678050080218942		0.227233485939	0.772766514061	0.227233485939	0.506579330422	0.999973839111	0.506579330422
PD-0332991_IC_50	0.267895909892071		0.227050359712	0.772949640288	0.227050359712	0.506579330422	0.999973839111	0.506579330422
Parthenolide_AUC	0.26789616131074545		0.227050359712	0.772949640288	0.227050359712	0.506579330422	0.999973839111	0.506579330422
GSK-650394_ALPHA	0.26814138198002807		0.226291693918	0.773708306082	0.226291693918	0.506579330422	0.999973839111	0.506579330422
AZD6244_IC_75	0.2688091835059439		0.224551994768	0.775448005232	0.224551994768	0.504911764706	0.999973839111	0.504911764706
AZD8055_ALPHA	0.2696626527471036		0.222066710268	0.777933289732	0.222066710268	0.500058910162	0.999973839111	0.500058910162
Camptothecin_IC_25	0.26989868153196966		0.221451929366	0.778548070634	0.221451929366	0.499410029499	0.999973839111	0.499410029499
NVP-BEZ235_IC_50_HIGH	0.26990863274908117		0.221438848921	0.778561151079	0.221438848921	0.499410029499	0.999973839111	0.499410029499
KU-55933_IC_50_LOW	0.26991269041528193		0.221438848921	0.778561151079	0.221438848921	0.499410029499	0.999973839111	0.499410029499
JW-7-52-1_IC_50	0.27022977804085563		0.220693263571	0.779306736429	0.220693263571	0.499410029499	0.999973839111	0.499410029499
AKT_inhibitor_VIII_IC_50_HIGH	0.2702593249994152		0.220627861347	0.779372138653	0.220627861347	0.499410029499	0.999973839111	0.499410029499
TW_37_IC_90	0.27045756172421875		0.220039241334	0.779960758666	0.220039241334	0.499410029499	0.999973839111	0.499410029499
BIRB_0796_IC_50_LOW	0.27052159267516357		0.219712230216	0.780287769784	0.219712230216	0.499410029499	0.999973839111	0.499410029499
Salubrinal_IC_90	0.2712743541654015		0.217567037279	0.782432962721	0.217567037279	0.495767511177	0.999973839111	0.495767511177
LFM-A13_IC_25	0.2712916256852769		0.217488554611	0.782511445389	0.217488554611	0.495767511177	0.999973839111	0.495767511177
WH-4-023_ALPHA	0.27130982520195		0.217449313277	0.782550686723	0.217449313277	0.495767511177	0.999973839111	0.495767511177
JNK_Inhibitor_VIII_IC_50_LOW	0.2714627485636563		0.216978417266	0.783021582734	0.216978417266	0.495767511177	0.999973839111	0.495767511177
Cisplatin_IC_25	0.2717969956276371		0.216167429693	0.783832570307	0.216167429693	0.495532233883	0.999973839111	0.495532233883
CMK_IC_50_LOW	0.27233271069961756		0.214715500327	0.785284499673	0.214715500327	0.492942942943	0.999973839111	0.492942942943
CCT018159_IC_50	0.27250579740940567		0.214231523872	0.785768476128	0.214231523872	0.492571428571	0.999973839111	0.492571428571
Cytarabine_IC_90	0.2728237653098314		0.213263570961	0.786736429039	0.213263570961	0.491084337349	0.999973839111	0.491084337349
JNJ-26854165_ALPHA	0.2728523262716317		0.213211249182	0.786788750818	0.213211249182	0.491084337349	0.999973839111	0.491084337349
BAY_61-3606_BETA	0.27291964210971636		0.21309352518	0.78690647482	0.21309352518	0.491084337349	0.999973839111	0.491084337349
Vinorelbine_IC_25	0.27294318508141785		0.213041203401	0.786958796599	0.213041203401	0.491084337349	0.999973839111	0.491084337349
LFM-A13_IC_50	0.272997083215269		0.212923479398	0.787076520602	0.212923479398	0.491084337349	0.999973839111	0.491084337349
AKT_inhibitor_VIII_AUC	0.27315893941865044		0.212413342054	0.787586657946	0.212413342054	0.491084337349	0.999973839111	0.491084337349
NVP-BEZ235_AUC	0.2732285921800918		0.212190974493	0.787809025507	0.212190974493	0.491084337349	0.999973839111	0.491084337349
SL_0101-1_IC_75	0.2736232544482408		0.21113145847	0.78886854153	0.21113145847	0.491084337349	0.999973839111	0.491084337349
Temsirolimus_IC_75	0.27392462989622124		0.210503597122	0.789496402878	0.210503597122	0.490640243902	0.999973839111	0.490640243902
Cisplatin_IC_50_HIGH	0.2741113268139557		0.210019620667	0.789980379333	0.210019620667	0.490259541985	0.999973839111	0.490259541985
AZD6482_IC_25	0.27412549238699463		0.209993459778	0.790006540222	0.209993459778	0.490259541985	0.999973839111	0.490259541985
Vinorelbine_ALPHA	0.2742367530867409		0.209731850883	0.790268149117	0.209731850883	0.490259541985	0.999973839111	0.490259541985
Cytarabine_AUC	0.27454911899078704		0.209025506867	0.790974493133	0.209025506867	0.49018404908	0.999973839111	0.49018404908
Nilotinib_IC_50_LOW	0.2745584207550043		0.208986265533	0.791013734467	0.208986265533	0.49018404908	0.999973839111	0.49018404908
Bosutinib_IC_50_LOW	0.2747638165427264		0.208567691302	0.791432308698	0.208567691302	0.49018404908	0.999973839111	0.49018404908
Camptothecin_IC_50	0.27479727058985537		0.208436886854	0.791563113146	0.208436886854	0.49018404908	0.999973839111	0.49018404908
Midostaurin_BETA	0.27480893653427685		0.208423806409	0.791576193591	0.208423806409	0.49018404908	0.999973839111	0.49018404908
AZD7762_IC_50	0.2748735596097018		0.208201438849	0.791798561151	0.208201438849	0.49018404908	0.999973839111	0.49018404908
JW-7-52-1_IC_50_HIGH	0.27496968504353614		0.20790058862	0.79209941138	0.20790058862	0.49018404908	0.999973839111	0.49018404908
Temsirolimus_IC_50	0.274974567005017		0.20790058862	0.79209941138	0.20790058862	0.49018404908	0.999973839111	0.49018404908
NVP-BEZ235_IC_50_LOW	0.27523076390687545		0.207024198823	0.792975801177	0.207024198823	0.49018404908	0.999973839111	0.49018404908
AG-014699_IC_50	0.27531512761649324		0.206710268149	0.793289731851	0.206710268149	0.49018404908	0.999973839111	0.49018404908
PHA-665752_IC_50_LOW	0.27546646357076526		0.206147809026	0.793852190974	0.206147809026	0.49018404908	0.999973839111	0.49018404908
Salubrinal_IC_75	0.2755507774875395		0.205977763244	0.794022236756	0.205977763244	0.49018404908	0.999973839111	0.49018404908
AUY922_BETA	0.2762298440010973		0.204460431655	0.795539568345	0.204460431655	0.48846875	0.999973839111	0.48846875
DMOG_AUC	0.27624746381644405		0.20442119032	0.79557880968	0.20442119032	0.48846875	0.999973839111	0.48846875
BMS-536924_IC_25	0.2763878118471454		0.204081098757	0.795918901243	0.204081098757	0.48846875	0.999973839111	0.48846875
AP-24534_IC_50	0.27643439975450185		0.204002616089	0.795997383911	0.204002616089	0.48846875	0.999973839111	0.48846875
GDC-0449_ALPHA	0.27652085113260844		0.203754087639	0.796245912361	0.203754087639	0.48846875	0.999973839111	0.48846875
GW843682X_IC_50	0.27690658368374876		0.202511445389	0.797488554611	0.202511445389	0.487622047244	0.999973839111	0.487622047244
AKT_inhibitor_VIII_IC_75	0.2769390498115262		0.202419882276	0.797580117724	0.202419882276	0.487622047244	0.999973839111	0.487622047244
A-443654_ALPHA	0.277536025570041		0.200732504905	0.799267495095	0.200732504905	0.484865718799	0.999973839111	0.484865718799
FH535_IC_90	0.2776615066936142		0.200418574232	0.799581425768	0.200418574232	0.484865718799	0.999973839111	0.484865718799
OSU-03012_IC_25	0.277717659467638		0.200300850229	0.799699149771	0.200300850229	0.484865718799	0.999973839111	0.484865718799
Cytarabine_IC_50	0.27772441453442315		0.200274689339	0.799725310661	0.200274689339	0.484865718799	0.999973839111	0.484865718799
JNK-9L_BETA	0.2778459543527024		0.199986919555	0.800013080445	0.199986919555	0.484865718799	0.999973839111	0.484865718799
Vinblastine_IC_90	0.27794224683366214		0.199816873774	0.800183126226	0.199816873774	0.484865718799	0.999973839111	0.484865718799
MK-2206_BETA	0.2785580946767287		0.198116415958	0.801883584042	0.198116415958	0.48312599681	0.999973839111	0.48312599681
MG-132_IC_50_LOW	0.278650546863823		0.197880967953	0.802119032047	0.197880967953	0.48312599681	0.999973839111	0.48312599681
AG-014699_IC_75	0.279081961389883		0.196873773708	0.803126226292	0.196873773708	0.481632	0.999973839111	0.481632
Bosutinib_AUC	0.27930132779651157		0.196337475474	0.803662524526	0.196337475474	0.48108974359	0.999973839111	0.48108974359
JNK_Inhibitor_VIII_BETA	0.2795944719323869		0.195591890124	0.804408109876	0.195591890124	0.480032102729	0.999973839111	0.480032102729
Shikonin_IC_25	0.27966232893565546		0.195434924787	0.804565075213	0.195434924787	0.480032102729	0.999973839111	0.480032102729
NVP-TAE684_IC_25	0.27971556336907577		0.195264879006	0.804735120994	0.195264879006	0.480032102729	0.999973839111	0.480032102729
Bleomycin_IC_50	0.27998349250703747		0.194610856769	0.805389143231	0.194610856769	0.479935483871	0.999973839111	0.479935483871
CGP-082996_IC_90	0.2802478938882073		0.193917593198	0.806082406802	0.193917593198	0.478998384491	0.999973839111	0.478998384491
A-443654_BETA	0.28069303587119165		0.192831916285	0.807168083715	0.192831916285	0.477087378641	0.999973839111	0.477087378641
BIRB_0796_BETA	0.2808677152286397		0.192452583388	0.807547416612	0.192452583388	0.476920583468	0.999973839111	0.476920583468
SB_216763_IC_50	0.28097221099607156		0.192151733159	0.807848266841	0.192151733159	0.476920583468	0.999973839111	0.476920583468
Pazopanib_IC_25	0.2813480074148131		0.191301504251	0.808698495749	0.191301504251	0.475609756098	0.999973839111	0.475609756098
JNJ-26854165_BETA	0.2816074765161088		0.190712884238	0.809287115762	0.190712884238	0.474918566775	0.999973839111	0.474918566775
JNK_Inhibitor_VIII_IC_50	0.2816338879926149		0.190686723349	0.809313276651	0.190686723349	0.474918566775	0.999973839111	0.474918566775
GSK-1904529A_IC_90	0.28171246137660866		0.190529758012	0.809470241988	0.190529758012	0.474918566775	0.999973839111	0.474918566775
NVP-TAE684_IC_75	0.2817517820818291		0.190464355788	0.809535644212	0.190464355788	0.474918566775	0.999973839111	0.474918566775
WZ-1-84_IC_50_HIGH	0.2822373957765832		0.189260954872	0.810739045128	0.189260954872	0.474393442623	0.999973839111	0.474393442623
Cisplatin_AUC	0.28225023913671227		0.189208633094	0.810791366906	0.189208633094	0.474393442623	0.999973839111	0.474393442623
Camptothecin_IC_75	0.2823319534145641		0.188986265533	0.811013734467	0.188986265533	0.474393442623	0.999973839111	0.474393442623
Epothilone_B_IC_25	0.282403156619784		0.188829300196	0.811170699804	0.188829300196	0.474393442623	0.999973839111	0.474393442623
Camptothecin_IC_90	0.28246912615216085		0.188737737083	0.811262262917	0.188737737083	0.474393442623	0.999973839111	0.474393442623
TGX221_AUC	0.2825267321377479		0.18862001308	0.81137998692	0.18862001308	0.474393442623	0.999973839111	0.474393442623
Vinorelbine_IC_50_LOW	0.28256082716978576		0.188515369523	0.811484630477	0.188515369523	0.474393442623	0.999973839111	0.474393442623
AP-24534_AUC	0.2825687501428297		0.188515369523	0.811484630477	0.188515369523	0.474393442623	0.999973839111	0.474393442623
Tipifarnib_IC_90	0.28257930514370766		0.188515369523	0.811484630477	0.188515369523	0.474393442623	0.999973839111	0.474393442623
XMD8-85_IC_50_HIGH	0.28294021820726223		0.18767822106	0.81232177894	0.18767822106	0.474393442623	0.999973839111	0.474393442623
CEP-701_BETA	0.2831182479183322		0.187285807717	0.812714192283	0.187285807717	0.474393442623	0.999973839111	0.474393442623
PF-02341066_IC_25	0.28317026252408295		0.18715500327	0.81284499673	0.18715500327	0.474393442623	0.999973839111	0.474393442623
Pazopanib_IC_50	0.2832813644903012		0.186893394375	0.813106605625	0.186893394375	0.474393442623	0.999973839111	0.474393442623
Cisplatin_IC_75	0.28333608636484897		0.186762589928	0.813237410072	0.186762589928	0.474393442623	0.999973839111	0.474393442623
PHA-665752_IC_25	0.2833826950082601		0.186671026815	0.813328973185	0.186671026815	0.474393442623	0.999973839111	0.474393442623
AKT_inhibitor_VIII_BETA	0.2838597024439176		0.185624591236	0.814375408764	0.185624591236	0.474393442623	0.999973839111	0.474393442623
AZD7762_IC_75	0.2840277052942076		0.185232177894	0.814767822106	0.185232177894	0.474393442623	0.999973839111	0.474393442623
MS-275_IC_50_HIGH	0.2840881799853244		0.185035971223	0.814964028777	0.185035971223	0.474393442623	0.999973839111	0.474393442623
Doxorubicin_BETA	0.2843351381321181		0.184408109876	0.815591890124	0.184408109876	0.474393442623	0.999973839111	0.474393442623
BIBW2992_D	0.2843625969629141		0.184381948986	0.815618051014	0.184381948986	0.474393442623	0.999973839111	0.474393442623
Cisplatin_IC_50	0.2849260963238955		0.183008502289	0.816991497711	0.183008502289	0.474271186441	0.999973839111	0.474271186441
BX-795_IC_50_LOW	0.2851596970168227		0.182511445389	0.817488554611	0.182511445389	0.473786078098	0.999973839111	0.473786078098
Sunitinib_IC_50_HIGH	0.28525665841832404		0.18223675605	0.81776324395	0.18223675605	0.473786078098	0.999973839111	0.473786078098
MG-132_AUC	0.28526856668308115		0.182223675605	0.817776324395	0.182223675605	0.473786078098	0.999973839111	0.473786078098
NU-7441_AUC	0.2852866449514181		0.182184434271	0.817815565729	0.182184434271	0.473786078098	0.999973839111	0.473786078098
NVP-TAE684_IC_50	0.2854766387055015		0.18171353826	0.81828646174	0.18171353826	0.473786078098	0.999973839111	0.473786078098
TW_37_IC_75	0.2856484494019145		0.181321124918	0.818678875082	0.181321124918	0.473786078098	0.999973839111	0.473786078098
AKT_inhibitor_VIII_IC_50	0.28580525900894627		0.180902550687	0.819097449313	0.180902550687	0.473786078098	0.999973839111	0.473786078098
Vinblastine_ALPHA	0.28591756065049473		0.180680183126	0.819319816874	0.180680183126	0.473786078098	0.999973839111	0.473786078098
CCT018159_IC_50_LOW	0.28599212018767267		0.180457815566	0.819542184434	0.180457815566	0.473786078098	0.999973839111	0.473786078098
Cytarabine_IC_50_LOW	0.28640733821760916		0.179581425768	0.820418574232	0.179581425768	0.473413793103	0.999973839111	0.473413793103
Bosutinib_IC_90	0.28647058615632665		0.179411379987	0.820588620013	0.179411379987	0.473413793103	0.999973839111	0.473413793103
Vinblastine_IC_25	0.2867319446876424		0.178979725311	0.821020274689	0.178979725311	0.473413793103	0.999973839111	0.473413793103
Z-LLNle-CHO_IC_50	0.2868328349913235		0.178809679529	0.821190320471	0.178809679529	0.473413793103	0.999973839111	0.473413793103
Temsirolimus_BETA	0.2875243911253013		0.177331589274	0.822668410726	0.177331589274	0.470729166667	0.999973839111	0.470729166667
Nilotinib_AUC	0.2877811169221879		0.176612164814	0.823387835186	0.176612164814	0.469634782609	0.999973839111	0.469634782609
GW_441756_AUC	0.28812212427201367		0.175892740353	0.824107259647	0.175892740353	0.468536585366	0.999973839111	0.468536585366
BMS-536924_AUC	0.2882844483928941		0.17557880968	0.82442119032	0.17557880968	0.468516579407	0.999973839111	0.468516579407
Paclitaxel_IC_50_HIGH	0.28846751069664306		0.175186396337	0.824813603663	0.175186396337	0.468286713287	0.999973839111	0.468286713287
Z-LLNle-CHO_IC_25	0.2884723012768744		0.175186396337	0.824813603663	0.175186396337	0.468286713287	0.999973839111	0.468286713287
PD-0325901_D	0.28847358406433127		0.175186396337	0.824813603663	0.175186396337	0.468286713287	0.999973839111	0.468286713287
AZ628_IC_50	0.2887192417737387		0.174623937214	0.825376062786	0.174623937214	0.468286713287	0.999973839111	0.468286713287
AS601245_IC_90	0.2887567733725635		0.17458469588	0.82541530412	0.17458469588	0.468286713287	0.999973839111	0.468286713287
BMS-536924_IC_50_HIGH	0.28925143321695246		0.173381294964	0.826618705036	0.173381294964	0.467548500882	0.999973839111	0.467548500882
PLX4720_AUC	0.28951810750625667		0.17284499673	0.82715500327	0.17284499673	0.466925795053	0.999973839111	0.466925795053
JW-7-52-1_IC_50_LOW	0.28964558064266277		0.172557226946	0.827442773054	0.172557226946	0.466925795053	0.999973839111	0.466925795053
JNJ-26854165_IC_50_HIGH	0.289737805597282		0.172413342054	0.827586657946	0.172413342054	0.466925795053	0.999973839111	0.466925795053
Vorinostat_D	0.289762259370801		0.172400261609	0.827599738391	0.172400261609	0.466925795053	0.999973839111	0.466925795053
Camptothecin_ALPHA	0.2897732278586827		0.172387181164	0.827612818836	0.172387181164	0.466925795053	0.999973839111	0.466925795053
Salubrinal_IC_50_LOW	0.28993104098914346		0.172060170046	0.827939829954	0.172060170046	0.466925795053	0.999973839111	0.466925795053
Vinblastine_IC_50_LOW	0.2899377479574803		0.172047089601	0.827952910399	0.172047089601	0.466925795053	0.999973839111	0.466925795053
BMS-708163_IC_50_HIGH	0.2899509188965611		0.172020928712	0.827979071288	0.172020928712	0.466925795053	0.999973839111	0.466925795053
Gemcitabine_BETA	0.29036107356068175		0.171039895356	0.828960104644	0.171039895356	0.466925795053	0.999973839111	0.466925795053
AKT_inhibitor_VIII_IC_25	0.2913776920741074		0.168855461086	0.831144538914	0.168855461086	0.463518850987	0.999973839111	0.463518850987
GW843682X_IC_25	0.2915023081368488		0.168489208633	0.831510791367	0.168489208633	0.463345323741	0.999973839111	0.463345323741
CCT007093_IC_50	0.29202706228769615		0.167573577502	0.832426422498	0.167573577502	0.461657657658	0.999973839111	0.461657657658
AZD7762_IC_50_HIGH	0.29229178713893045		0.167063440157	0.832936559843	0.167063440157	0.461083032491	0.999973839111	0.461083032491
SB_216763_IC_75	0.2923122567170806		0.167024198823	0.832975801177	0.167024198823	0.461083032491	0.999973839111	0.461083032491
DMOG_IC_50	0.2924840357526164		0.166579463702	0.833420536298	0.166579463702	0.461083032491	0.999973839111	0.461083032491
AG-014699_IC_50_LOW	0.2927497689885915		0.165873119686	0.834126880314	0.165873119686	0.460290381125	0.999973839111	0.460290381125
Camptothecin_IC_50_LOW	0.29349504782512276		0.164068018313	0.835931981687	0.164068018313	0.456109090909	0.999973839111	0.456109090909
XMD8-85_IC_75	0.29353857129718697		0.163897972531	0.836102027469	0.163897972531	0.456109090909	0.999973839111	0.456109090909
CCT018159_IC_25	0.29364984940302036		0.163675604971	0.836324395029	0.163675604971	0.456109090909	0.999973839111	0.456109090909
BMS-754807_IC_75	0.29391642899740544		0.163100065402	0.836899934598	0.163100065402	0.455904936015	0.999973839111	0.455904936015
KU-55933_IC_90	0.2939527923357643		0.162995421844	0.837004578156	0.162995421844	0.455904936015	0.999973839111	0.455904936015
Cisplatin_IC_90	0.2941059133051102		0.162563767168	0.837436232832	0.162563767168	0.455904936015	0.999973839111	0.455904936015
JNK-9L_ALPHA	0.29418878735698606		0.162367560497	0.837632439503	0.162367560497	0.455904936015	0.999973839111	0.455904936015
GSK-650394_IC_90	0.2945286043020496		0.16171353826	0.83828646174	0.16171353826	0.455359116022	0.999973839111	0.455359116022
GW843682X_IC_75	0.2948813637877445		0.160928711576	0.839071288424	0.160928711576	0.453985239852	0.999973839111	0.453985239852
Elesclomol_AUC	0.29513970750456453		0.160444735121	0.839555264879	0.160444735121	0.453456561922	0.999973839111	0.453456561922
Vinblastine_AUC	0.29526471202848026		0.160327011118	0.839672988882	0.160327011118	0.453456561922	0.999973839111	0.453456561922
Vinorelbine_BETA	0.2954638799123055		0.159934597776	0.840065402224	0.159934597776	0.453456561922	0.999973839111	0.453456561922
CEP-701_IC_25	0.2955075185637621		0.159829954218	0.840170045782	0.159829954218	0.453456561922	0.999973839111	0.453456561922
GDC0941_AUC	0.2956092198156387		0.159516023545	0.840483976455	0.159516023545	0.453456561922	0.999973839111	0.453456561922
Vinblastine_IC_75	0.2956625163073206		0.159385219097	0.840614780903	0.159385219097	0.453456561922	0.999973839111	0.453456561922
Docetaxel_AUC	0.29594345672671		0.15875735775	0.84124264225	0.15875735775	0.453456561922	0.999973839111	0.453456561922
Temsirolimus_IC_50_LOW	0.29596673167537774		0.15875735775	0.84124264225	0.15875735775	0.453456561922	0.999973839111	0.453456561922
CCT007093_IC_50_HIGH	0.2960475447141015		0.158613472858	0.841386527142	0.158613472858	0.453456561922	0.999973839111	0.453456561922
SL_0101-1_IC_50_LOW	0.29607946346778363		0.158574231524	0.841425768476	0.158574231524	0.453456561922	0.999973839111	0.453456561922
AZD8055_IC_25	0.2963124510141261		0.158064094179	0.841935905821	0.158064094179	0.453456561922	0.999973839111	0.453456561922
AKT_inhibitor_VIII_IC_90	0.29638845984579865		0.157920209287	0.842079790713	0.157920209287	0.453456561922	0.999973839111	0.453456561922
AMG-706_IC_25	0.29656610599349464		0.157501635056	0.842498364944	0.157501635056	0.453456561922	0.999973839111	0.453456561922
AZD6244_IC_50_HIGH	0.2973242342768817		0.155840418574	0.844159581426	0.155840418574	0.451287878788	0.999973839111	0.451287878788
Bicalutamide_ALPHA	0.2976268715048596		0.155264879006	0.844735120994	0.155264879006	0.450474383302	0.999973839111	0.450474383302
LAQ824_IC_25	0.29789926683648227		0.154754741661	0.845245258339	0.154754741661	0.449847908745	0.999973839111	0.449847908745
GSK269962A_IC_50_LOW	0.2980758403279166		0.154375408764	0.845624591236	0.154375408764	0.4496	0.999973839111	0.4496
CCT007093_IC_50_LOW	0.2980780980784269		0.154362328319	0.845637671681	0.154362328319	0.4496	0.999973839111	0.4496
GSK-1904529A_IC_50_HIGH	0.298131414189681		0.154323086985	0.845676913015	0.154323086985	0.4496	0.999973839111	0.4496
XMD8-85_IC_50_LOW	0.2984044650799806		0.153682145193	0.846317854807	0.153682145193	0.4496	0.999973839111	0.4496
Vinblastine_IC_50	0.29885590399245704		0.152792674951	0.847207325049	0.152792674951	0.448406909789	0.999973839111	0.448406909789
Cisplatin_IC_50_LOW	0.2989323706071048		0.152714192283	0.847285807717	0.152714192283	0.448406909789	0.999973839111	0.448406909789
AZD6482_IC_50_LOW	0.29925974395225535		0.152112491825	0.847887508175	0.152112491825	0.448131021195	0.999973839111	0.448131021195
